Annual Income,Company,Model,Price ($),Body Style,Cluster
13500,13,38,14000,4,0
855000,8,61,41000,1,3
13500,5,35,20000,3,0
1110000,17,98,21000,3,1
1492000,9,107,27200,3,1
1050000,27,44,14000,2,3
1401500,18,51,22150,1,1
13500,7,139,37000,1,0
1055000,10,138,13500,3,3
13500,25,85,13000,1,0
1150000,7,52,24000,3,1
13500,8,151,19000,4,0
1705000,4,50,69500,3,1
480000,18,51,18000,1,3
13500,9,40,45000,1,0
1304000,13,73,15400,3,1
1717500,22,72,19750,3,1
2840000,3,105,12001,1,2
13500,18,1,19001,4,0
525500,13,152,23501,1,3
805000,2,7,31001,3,3
465000,27,36,31001,3,3
13500,18,97,53000,3,0
1480000,11,76,15000,3,1
2000000,7,115,16001,3,1
1540000,1,10,44000,2,1
13500,16,128,19000,2,0
920000,1,9,24000,3,3
1110000,29,122,17000,4,1
901000,6,41,46000,0,3
1200000,7,116,60000,1,1
1387000,28,28,16700,4,1
13500,29,122,17000,4,0
970000,18,96,16000,3,3
870000,6,133,21000,4,3
1250000,2,4,21000,4,1
1450000,5,93,37000,2,1
13500,19,66,20000,1,0
865000,8,60,10000,3,3
1270000,7,52,24000,3,1
555000,28,106,9000,1,3
1351000,5,109,22100,1,1
1962000,5,93,19200,2,1
1050000,16,23,12000,1,3
1030000,27,142,24000,1,3
810000,7,116,60000,1,3
850000,16,127,17000,1,3
750000,22,75,69000,2,3
535000,8,151,17000,4,3
1640000,6,2,26000,3,1
13500,7,31,23000,1,0
13500,3,105,12000,1,0
303500,18,1,24500,4,0
1100000,5,95,21000,1,1
780000,7,52,22000,3,3
1060000,14,68,31000,1,3
905000,2,7,29000,3,3
13500,5,29,41000,4,0
13500,4,58,26000,4,0
13500,28,106,9000,1,0
13500,10,138,20000,3,0
440000,7,31,23000,0,3
620000,15,42,18000,2,3
1235000,26,65,17500,0,1
595000,22,19,20000,1,3
551200,18,51,19200,1,3
13500,14,84,46000,4,0
13500,11,76,31000,1,0
542000,17,98,21000,1,3
13500,21,22,39000,1,0
13500,21,22,22000,1,0
2070000,7,115,45000,1,1
2800000,17,131,26000,4,2
385000,4,58,34000,4,0
500000,22,19,19000,1,3
13500,26,104,19000,3,0
917000,21,110,71000,1,3
13500,2,3,19000,1,0
13500,28,106,20000,1,0
590000,1,9,42000,3,3
820000,29,24,12000,1,3
1830000,7,117,22001,2,1
2100000,29,24,36001,1,1
865000,8,61,42000,1,3
390000,21,110,16000,1,3
650000,26,104,49000,3,3
512000,9,12,19000,4,3
13500,27,87,21000,3,0
431000,25,125,61000,0,3
1220500,8,62,13050,2,1
357000,0,113,18000,3,0
1920000,17,148,14000,2,1
565000,16,25,29000,3,3
597500,5,93,13500,2,3
1250000,5,89,42000,2,1
1230000,14,84,69000,4,1
809000,18,96,16000,3,3
1510000,21,150,20000,2,1
1210000,0,141,23000,1,1
1275000,26,65,26500,1,1
1292000,20,21,36200,1,1
1165000,25,130,25500,2,1
959000,20,21,18000,1,3
965000,7,31,38000,1,3
1251000,2,4,69100,4,1
569000,27,30,31000,1,3
810000,14,84,27000,4,3
500000,5,89,26000,2,3
2335000,16,26,22500,4,2
1240000,20,137,34000,4,1
1580000,8,61,41000,1,1
820000,8,151,17000,4,3
635000,22,72,19000,3,3
836000,6,133,46000,4,3
1115000,7,31,38500,1,1
905000,10,56,22000,4,3
13500,5,95,17000,1,0
450000,14,84,39000,4,3
1015000,21,102,9500,3,3
13500,14,84,27000,4,0
13500,14,54,27000,1,0
510000,8,64,49000,1,3
645000,17,74,16000,3,3
1361000,2,4,16100,4,1
13500,22,140,43000,4,0
1310000,0,141,21000,1,1
570000,18,70,42000,2,3
1220000,20,137,14000,4,1
1315000,16,128,57500,2,1
660000,1,9,13000,3,3
13500,6,82,16000,1,0
1205000,21,102,27500,3,1
780000,13,38,36000,4,3
13500,20,137,14000,4,0
13500,28,106,9000,1,0
594000,25,83,45000,4,3
13500,18,1,20000,4,0
1311000,27,136,19100,2,1
390000,15,101,19000,4,3
427000,27,142,53000,1,3
600000,14,84,18000,4,3
355000,2,7,62000,3,0
845000,23,32,22000,2,3
1165000,26,65,22500,3,1
530000,8,59,15001,2,3
1900000,0,113,31001,3,1
13500,6,41,46000,3,0
1485000,17,74,9500,3,1
1950000,2,3,15000,1,1
520000,19,134,16000,2,3
1525000,6,133,26500,4,1
720000,29,124,21000,4,3
1120000,5,89,42000,2,1
570000,2,7,25000,3,3
850000,28,106,21000,1,3
1550000,28,69,28000,3,1
1000000,21,102,9000,3,3
1240000,5,77,14000,1,1
1590000,7,52,19000,3,1
1275000,20,21,17500,1,1
1350000,17,46,26000,1,1
1015000,13,73,15500,3,3
13500,19,108,75000,0,0
572000,19,66,12000,1,3
910000,8,151,31000,4,3
1760000,19,108,31000,1,1
1726000,21,102,29600,3,1
990000,7,149,31000,3,3
646500,2,7,62500,3,3
2080000,17,148,14000,2,1
13500,18,1,18000,4,0
13500,16,53,31000,4,0
480000,0,113,17000,3,3
13500,5,109,27000,0,0
1400000,17,148,16000,2,1
13500,5,91,41000,0,0
13500,6,132,16000,3,0
1870000,10,138,20000,3,1
1110000,20,15,24000,2,1
935000,6,82,16000,1,3
351000,14,54,27000,0,0
755000,18,1,20000,4,3
750000,14,86,22000,3,3
876000,16,53,31000,4,3
13500,8,60,22000,3,0
578000,16,120,10000,3,3
510000,25,130,25000,2,3
390000,5,35,20000,3,3
525000,4,58,38000,4,3
480000,28,106,20000,1,3
471100,0,113,24100,3,3
1000000,22,19,20000,1,3
1240000,17,74,16000,3,1
780000,16,23,12000,1,3
1780000,16,128,17000,2,1
630000,19,108,46000,3,3
406000,15,145,17000,1,3
660000,16,127,38000,3,3
683500,1,9,15500,3,3
13500,3,37,17000,0,0
13500,6,2,22000,3,0
13500,29,122,17000,4,0
821000,22,19,36000,1,3
1071888,22,140,18180,4,3
560000,15,42,18000,2,3
610000,28,81,16000,2,3
550000,5,109,22000,1,3
925000,7,117,22000,2,3
440000,19,66,53000,1,3
760000,29,122,22000,4,3
771000,9,40,25000,1,3
1078000,2,7,31800,3,3
1197000,8,61,42700,1,1
1000000,1,9,24000,3,3
1065000,6,133,22500,4,3
515000,4,57,37000,2,3
493000,7,117,22000,2,3
1115000,25,85,49500,1,1
507000,18,97,42000,1,3
845000,22,140,43000,4,3
1250000,18,97,29000,1,1
905000,7,115,21000,1,3
1026000,20,137,14600,4,3
540000,0,141,28000,1,3
580000,23,33,16000,3,3
1335000,8,99,43500,1,1
13500,2,7,21000,3,0
1950000,7,115,20000,0,1
13500,17,131,61000,4,0
441700,20,21,26700,1,3
1000000,8,62,38000,2,3
730000,22,140,43000,4,3
591000,28,18,45000,0,3
980000,29,24,49000,1,3
902000,20,137,25000,4,3
850000,0,141,29000,1,3
2905000,17,74,71500,3,2
1380000,14,67,17000,2,1
800000,27,87,12000,3,3
510000,5,91,41001,3,3
1070000,9,107,27001,3,3
425000,8,64,49001,3,3
605000,18,51,49001,1,3
705000,14,68,12001,1,3
1210000,7,149,41000,3,1
1380000,16,53,15000,4,1
1500000,29,24,24000,1,1
13500,6,82,41000,1,0
1215000,25,85,13500,1,1
1265000,18,1,20500,4,1
13500,28,106,13000,1,0
13500,8,62,13000,2,0
13500,2,4,16000,4,0
2575000,5,95,20500,1,2
2900000,6,2,26000,3,2
5800000,4,57,13000,2,2
750000,18,1,39000,4,3
1825000,6,2,26500,3,1
742000,27,112,85000,1,3
13500,16,128,26000,2,0
565000,23,33,26000,0,3
5770000,29,24,17000,1,2
2500000,6,2,22000,3,2
2120000,4,135,44000,1,1
2015000,20,21,19500,1,1
787000,27,112,27000,1,3
13500,5,29,24000,4,0
2220000,23,32,32000,2,2
391000,2,3,15001,1,3
1050000,16,129,14000,1,3
2140000,21,150,20000,2,1
13500,7,115,57000,0,0
540000,13,38,36000,4,3
440000,0,113,18001,3,3
845000,9,103,27001,2,3
766000,20,80,25001,3,3
743000,0,113,26001,3,3
650000,8,143,69001,3,3
790000,9,12,19000,4,3
1230000,9,40,43000,1,1
1200000,12,121,16000,2,1
1210000,23,33,16000,0,1
1400000,17,46,33000,1,1
2225000,24,0,26500,4,2
975000,21,110,71000,1,3
4225000,5,91,41500,1,2
2100000,3,88,20000,4,1
1392000,1,9,24200,3,1
13500,1,9,14000,3,0
13500,18,51,49000,1,0
1700000,27,112,27000,1,1
2690000,28,81,16000,2,2
1500000,25,125,61000,0,1
415000,16,90,41000,1,3
826000,3,119,19000,2,3
585000,16,90,41000,1,3
700500,17,74,19500,3,3
2385000,8,47,29500,2,2
730000,20,137,14000,4,3
916500,25,130,36500,2,3
635000,15,42,82000,2,3
620000,5,29,24000,4,3
447000,7,31,23001,3,3
730000,20,137,14000,4,3
678000,1,9,25000,3,3
580000,20,48,46000,4,3
13500,5,91,14000,0,0
860000,0,113,17000,3,3
13500,27,136,12000,2,0
740000,29,122,42000,4,3
13500,18,51,21000,1,0
13500,29,147,39000,2,0
816000,19,111,19000,3,3
800000,6,82,26000,1,3
13500,9,27,31000,3,0
2445000,6,82,20500,1,2
520000,25,85,18000,1,3
3110000,19,66,53000,1,2
785000,18,55,27000,1,3
2000000,7,115,19000,1,1
1350000,13,152,19000,1,1
13500,29,123,32000,1,0
625000,20,137,26000,4,3
13500,28,106,9000,1,0
13500,20,15,34000,2,0
850000,18,51,19000,1,3
500000,28,69,25000,3,3
582000,5,45,25000,3,3
725000,1,9,14000,3,3
500000,8,59,15000,2,3
4100000,20,48,46000,4,2
13500,6,41,46000,1,0
1500000,3,88,20000,4,1
1655000,17,74,9500,3,1
1800000,13,73,15000,3,1
1880000,18,51,19000,1,1
2405000,3,119,19500,2,2
1850000,11,76,21000,1,1
712000,16,120,39000,3,3
840000,19,92,16000,4,3
980000,20,21,15001,1,3
1020000,9,12,43000,4,3
13500,19,92,54000,4,0
660000,7,52,22000,3,3
1900000,20,21,36000,1,1
1002500,0,113,17250,3,3
13500,21,150,75000,2,0
655000,14,86,15000,3,3
1050000,14,68,31000,1,3
13500,18,97,53000,0,0
880000,6,41,19000,1,3
1385000,4,57,60500,2,1
1000000,8,151,19000,4,3
1000000,2,7,62001,3,3
605100,8,47,11100,2,3
880000,19,66,20000,1,3
1242000,17,74,71200,3,1
1365000,5,29,17500,4,1
2360000,7,102,19000,0,2
13500,1,9,24000,3,0
2415000,27,136,27500,2,2
1055000,16,120,21500,3,3
2580000,22,63,43000,0,2
540000,7,149,41000,3,3
600000,8,60,18000,3,3
945000,18,51,21000,1,3
290000,9,27,12000,3,0
1810000,28,69,20000,3,1
577000,9,12,21000,4,3
13500,27,30,29000,1,0
1030000,11,76,51000,3,3
605000,4,57,31000,2,3
685000,19,14,20000,1,3
13500,29,122,17000,4,0
660000,29,24,24000,1,3
875000,5,93,19000,2,3
1350000,12,121,20000,2,1
13500,6,39,12000,2,0
1020000,8,60,22000,3,3
1870000,19,108,69001,0,1
1990000,8,61,18000,1,1
13500,25,83,45000,4,0
3025000,7,52,22500,3,2
2500000,18,51,18000,1,2
2500000,7,17,22000,2,2
1502000,4,58,28200,4,1
900000,5,109,25000,0,3
670000,15,42,82000,2,3
485000,28,18,45000,0,3
465000,6,2,22000,3,3
842000,6,82,26000,1,3
13500,10,138,15000,3,0
13500,17,46,33000,1,0
950000,19,108,75000,1,3
13500,20,137,60000,4,0
13500,8,60,10000,3,0
1593000,18,1,19300,4,1
3100000,4,57,31000,2,2
753000,26,104,57000,3,3
857000,5,45,25001,3,3
1500000,0,113,18000,3,1
730000,9,103,27000,2,3
900000,28,69,25000,3,3
740000,28,106,32000,1,3
931000,10,138,20000,3,3
535600,28,106,9600,1,3
13500,14,86,54000,3,0
1085000,27,142,24500,0,3
970000,28,81,19000,2,3
877500,2,7,21500,3,3
13500,23,33,26001,0,0
898000,28,71,18001,0,3
13500,19,14,20000,1,0
685000,27,36,14000,3,3
270000,25,83,51000,4,0
790000,16,53,31000,4,3
1221000,6,133,26100,4,1
2550000,4,34,28000,1,2
1470000,2,3,9000,1,1
13500,28,81,19000,2,0
1950000,7,17,22000,2,1
13500,9,107,22000,1,0
1300000,5,109,42000,1,1
725000,9,40,43000,1,3
2140000,9,27,22000,3,1
1810000,3,105,45000,1,1
930000,5,91,14000,0,3
1280000,8,60,14000,3,1
13500,20,137,19000,4,0
2525000,18,97,29500,0,2
575500,27,142,24500,0,3
901000,16,127,17000,0,3
250000,26,65,26000,0,0
13500,17,74,19000,3,0
1270000,9,40,45000,1,1
13500,6,133,46000,4,0
1310000,27,36,31000,3,1
930000,28,71,35000,1,3
700000,7,52,27000,3,3
860000,9,103,27000,2,3
640000,9,27,22000,3,3
13500,6,2,26000,3,0
1470000,7,117,22000,2,1
1085000,6,133,46500,4,3
781000,7,139,37000,1,3
857500,5,93,13500,2,3
960000,7,49,21000,4,3
750000,10,138,13000,3,3
421000,8,143,43000,3,3
1405000,27,112,22500,1,1
13500,23,20,26000,3,0
683000,27,142,24000,3,3
13500,28,106,31000,1,0
623000,2,7,21000,3,3
720000,18,51,21000,1,3
780000,27,112,85000,1,3
670000,22,72,19000,3,3
911000,25,85,13000,1,3
13500,29,123,22001,0,0
470000,28,106,32000,1,3
13500,29,122,29000,4,0
890500,16,25,22500,3,3
665000,7,149,23000,3,3
355000,18,70,36000,2,0
1300000,22,19,19000,1,1
1425000,11,76,22500,0,1
1530000,19,111,19000,3,1
935000,21,22,39000,0,3
967500,20,137,12500,4,3
1630000,3,105,45000,1,1
910000,4,58,34000,4,3
1975000,13,152,19500,1,1
1635000,29,122,42500,4,1
1760000,16,127,26000,1,1
1880000,6,82,51000,1,1
1743000,28,81,22300,2,1
2291000,22,75,42100,2,2
2700000,28,81,69000,2,2
13500,19,153,26000,2,0
675000,8,118,61000,1,3
13500,19,111,32000,3,0
13500,22,72,31000,3,0
2825000,15,42,42500,2,2
1350000,18,51,21000,1,1
735000,16,127,26000,0,3
1870000,1,8,12001,0,1
13500,10,138,15000,3,0
795000,18,1,24000,4,3
1358000,6,41,46801,0,1
1150000,19,108,31001,0,1
13500,18,51,18000,1,0
849000,9,40,45000,1,3
13500,13,73,15000,3,0
520000,22,72,19000,3,3
13500,3,105,12000,1,0
850000,8,60,10000,3,3
1660000,28,106,12000,1,1
375000,3,119,46000,2,0
13500,21,150,75000,2,0
1600000,10,56,22000,4,1
1200000,23,33,22000,1,1
13500,25,85,18000,1,0
930000,17,148,14000,2,3
1500000,6,82,20000,1,1
1450000,17,98,21000,1,1
13500,22,72,19000,3,0
1185000,28,28,17500,4,1
1460000,18,97,45000,1,1
720000,8,64,17000,3,3
705000,2,3,21000,1,3
588000,18,1,24000,4,3
720000,7,117,22000,2,3
710000,5,109,15000,3,3
550000,5,35,14000,3,3
13500,27,112,22000,1,0
1291000,7,52,10100,3,1
1085000,15,42,42500,2,3
750000,18,51,18000,1,3
1005000,27,36,25500,3,3
860000,20,137,25000,4,3
13500,13,152,13000,1,0
13500,8,143,69000,3,0
1180000,2,4,21000,4,1
1270000,18,51,18000,1,1
1400000,17,148,28000,2,1
13500,20,21,26000,1,0
1350000,18,1,19000,4,1
1460000,13,152,23000,1,1
680500,2,7,31500,3,3
730000,27,36,31000,3,3
900000,8,118,18001,0,3
2140000,5,91,16001,0,1
1580000,21,150,20000,2,1
13500,4,57,29000,2,0
13500,16,25,29000,3,0
935000,27,36,45000,3,3
13500,18,1,24000,4,0
1620000,21,150,22000,2,1
640000,7,17,22000,2,3
537500,18,51,22500,1,3
13500,29,24,24000,1,0
875000,9,12,43000,4,3
800000,21,102,22000,3,3
13500,27,36,14000,3,0
13500,5,29,41000,4,0
645000,8,143,22000,3,3
1770000,20,15,34000,2,1
1150000,18,97,39000,0,1
13500,6,82,20000,1,0
1640000,5,45,35000,3,1
13500,7,115,45000,1,0
2303000,15,101,19300,4,2
1700000,27,87,33000,3,1
834000,11,76,22001,0,3
565000,1,10,44000,2,3
13500,28,106,20000,1,0
505000,1,9,42000,3,3
550000,29,24,12000,1,3
1580000,22,75,19000,2,1
1315000,9,12,43500,4,1
1590000,5,93,12000,2,1
13500,28,28,25000,4,0
767000,17,131,26000,4,3
713500,18,51,21501,1,3
13500,27,5,25001,4,0
700000,16,120,85001,3,3
833800,17,46,33800,1,3
13500,5,89,42000,2,0
13500,27,142,24000,0,0
1900000,29,24,12000,1,1
972000,14,68,25000,1,3
900000,5,45,45000,3,3
406500,7,117,22500,2,3
567000,29,24,36000,1,3
565000,8,61,42000,1,3
13500,12,121,21000,2,0
2520000,1,8,27000,1,2
1695000,28,106,20500,1,1
551000,18,1,21001,4,3
685000,28,69,25001,3,3
640000,19,14,21001,1,3
585000,1,9,13000,3,3
800000,4,57,85000,2,3
1050000,22,140,43000,4,3
1652000,19,92,22200,4,1
735000,20,15,71000,2,3
1210000,22,140,43000,4,1
315000,21,110,16000,1,0
470000,26,104,49000,3,3
512000,9,12,19000,4,3
1581000,0,141,28100,1,1
990000,17,46,28000,1,3
1200000,2,3,19000,1,1
650000,8,43,62001,4,3
925000,18,70,36001,2,3
13500,8,47,20000,2,0
13500,19,66,53000,1,0
670000,5,91,25000,3,3
680000,0,113,31000,3,3
765000,7,115,20000,3,3
13500,3,119,43000,2,0
1085000,1,9,25500,3,3
2056000,6,41,12600,0,1
13500,0,113,24000,3,0
13500,22,63,43000,0,0
1700000,3,119,19000,2,1
642000,20,80,37000,3,3
412000,14,84,39000,4,3
528000,20,48,15000,4,3
1115000,1,9,25500,3,1
1300000,7,149,31000,3,1
320000,22,19,11000,1,0
1500000,6,41,18000,1,1
1260000,3,37,17000,1,1
1190000,2,4,16000,4,1
1175000,22,140,43500,4,1
1200000,0,141,21000,1,1
13500,18,70,42000,2,0
915000,21,22,39001,0,3
3350000,8,59,15000,2,2
1125000,0,113,31500,3,1
13500,22,75,69000,2,0
836000,5,109,16000,1,3
780000,26,65,22000,1,3
783000,17,46,26000,1,3
13500,4,58,34000,4,0
2020000,20,80,39000,3,1
706500,22,140,18500,4,3
675000,18,97,53000,3,3
545000,16,128,17000,2,3
1210000,5,77,21000,1,1
13500,6,41,12001,0,0
13500,7,115,19000,1,0
708000,16,120,21001,3,3
656000,2,3,9001,1,3
883000,17,74,16001,3,3
965000,2,7,29001,3,3
870000,18,70,36001,2,3
681000,2,7,62001,3,3
522500,20,48,15500,4,3
972000,21,150,20000,2,3
590000,22,75,19000,2,3
450000,27,36,14000,3,3
765000,5,109,21000,3,3
750000,7,116,15000,1,3
680000,12,121,27001,2,3
13500,4,50,22001,3,0
510000,15,101,33001,4,3
470000,3,105,29000,1,3
945000,14,84,46000,4,3
13500,27,136,27000,2,0
537000,13,152,19000,1,3
850000,23,20,24000,3,3
13500,16,128,46000,2,0
900000,17,131,39000,4,3
1810000,0,141,24000,1,1
785000,29,24,36000,1,3
721000,16,120,10000,3,3
782000,5,91,16000,0,3
1005000,20,80,45500,3,3
13500,7,49,21000,4,0
1200000,7,115,19000,0,1
600000,26,104,49000,3,3
1490000,12,121,20000,2,1
1200000,19,92,54000,4,1
315000,22,140,43000,4,0
13500,20,48,41000,4,0
830000,5,109,22000,1,3
13500,2,3,22000,1,0
1385000,8,99,43500,1,1
981000,5,35,20000,3,3
418000,6,2,16000,3,3
585000,29,122,26000,4,3
13500,8,61,18000,1,0
1900000,27,136,12000,2,1
1450000,1,9,27000,3,1
1200000,16,53,31000,4,1
600000,11,76,15000,1,3
739000,17,74,9000,3,3
683000,2,3,15000,1,3
705000,19,134,16000,2,3
700000,6,133,26000,4,3
860000,29,124,21000,4,3
886000,5,89,42000,2,3
960000,16,23,12000,1,3
1160000,16,128,17000,2,1
912000,16,90,18001,0,3
1115000,15,145,17500,1,1
610000,19,108,21001,0,3
3300000,1,9,15000,3,2
650000,0,141,28000,1,3
525000,29,123,24001,0,3
3450000,8,99,43000,1,2
13500,23,20,24000,3,0
637000,29,123,26000,1,3
1336000,9,27,31600,3,1
13500,1,9,13000,3,0
1400000,6,82,17000,1,1
1175000,20,48,15500,4,1
13500,5,93,31000,2,0
13500,0,113,34000,3,0
930000,18,97,39000,1,3
1935000,29,24,17500,1,1
1950000,15,145,18000,1,1
2250000,18,70,36000,2,2
13500,18,96,16000,3,0
897000,28,69,25000,3,3
13500,22,75,69000,2,0
770000,6,133,12001,4,3
396000,8,64,49000,0,3
1075000,14,84,27500,4,3
13500,27,87,12000,3,0
2000000,19,66,53000,1,1
923000,7,52,19000,3,3
693000,11,76,49000,3,3
620000,5,45,45000,3,3
800000,22,72,12000,3,3
728500,3,88,20500,4,3
931000,24,6,28000,1,3
988000,0,113,18000,3,3
590000,6,82,21000,1,3
590000,2,3,19000,1,3
610000,7,139,31000,1,3
13500,14,84,27000,4,0
815000,0,113,17000,3,3
970000,9,12,14000,4,3
840000,27,36,14000,3,3
13500,29,124,25000,4,0
1650000,20,80,45000,3,1
13500,28,69,25000,3,0
950000,5,95,17000,1,3
883000,16,120,21000,3,3
1650000,4,34,28000,1,1
2170000,7,31,23000,0,1
571750,17,74,49750,3,3
13500,2,7,14000,3,0
755000,29,124,21000,4,3
13500,2,3,9000,1,0
755000,21,150,20000,2,3
13500,29,147,39000,2,0
780000,6,133,19000,4,3
884000,8,47,29000,2,3
530000,2,7,16000,3,3
957000,2,3,19000,1,3
480000,16,129,71000,1,3
1650000,20,21,15000,1,1
600000,1,9,42000,3,3
1440000,7,17,39000,2,1
955000,22,72,26000,3,3
932500,7,31,23500,1,3
1310000,19,153,26000,2,1
13500,0,141,23000,1,0
13500,14,84,13000,4,0
13500,18,1,19000,4,0
1283000,1,8,27300,1,1
642000,18,97,42001,0,3
647000,11,76,31001,0,3
13500,17,98,21001,0,0
1500000,18,51,49000,1,1
1960000,14,68,12000,1,1
930000,2,3,15000,1,3
803000,0,113,18000,3,3
560000,9,103,27000,2,3
13500,20,80,25000,3,0
900000,0,113,26000,3,3
795000,8,143,69000,3,3
704000,20,137,14000,4,3
3080000,25,130,36000,2,2
671000,15,42,82000,2,3
13500,5,77,22000,1,0
13500,25,85,18000,1,0
13500,20,137,14000,4,0
13500,24,0,69000,4,0
370000,29,122,17000,4,0
890000,28,106,13000,1,3
1590000,7,149,23000,3,1
1435000,13,152,13500,1,1
1315000,29,123,32500,1,1
730000,20,137,60000,4,3
700000,25,126,11000,3,3
300000,22,72,31000,3,0
1900000,16,120,18000,3,1
920000,9,107,27000,1,3
840000,1,8,12000,3,3
760000,18,1,19000,4,3
852500,0,113,34500,3,3
847500,18,97,39500,3,3
1200000,1,8,27001,3,1
630000,26,104,49001,3,3
13500,2,7,31001,3,0
700000,21,102,27001,3,3
13500,7,31,23000,0,0
13500,6,82,21000,1,0
13500,18,51,49000,1,0
13500,14,84,54000,4,0
13500,5,95,21000,1,0
2000000,2,4,69000,4,1
820000,18,97,39001,0,3
725000,8,99,22000,1,3
1025000,27,136,12500,2,3
1015000,27,36,25500,3,3
500000,28,81,69000,2,3
550000,27,30,34000,1,3
460000,17,46,33000,1,3
1185000,28,81,45500,2,1
435000,2,7,31000,3,3
690000,16,127,26000,1,3
690000,5,29,24000,4,3
13500,21,22,39001,0,0
625000,20,137,14000,4,3
955000,1,9,25000,3,3
13500,20,48,46000,4,0
965000,16,120,39000,3,3
840000,19,92,16000,4,3
13500,20,21,15000,1,0
765000,28,71,17000,1,3
1400000,2,7,16000,3,1
740000,10,138,21000,3,3
13500,7,116,15000,1,0
570000,28,71,18000,1,3
1010000,28,69,25000,3,3
675000,28,18,21000,1,3
1105000,27,30,29500,1,1
625000,5,89,12000,2,3
292000,5,45,26000,3,0
640000,28,81,33000,2,3
800000,7,52,19000,3,3
13500,29,146,18000,3,0
599000,22,140,43000,4,3
550000,18,96,16000,3,3
995000,17,131,39000,4,3
1205000,18,1,21500,4,1
13500,14,68,53000,1,0
2675000,0,113,17500,3,2
1939000,5,91,14900,3,1
421500,24,0,26500,4,3
585000,16,127,17000,3,3
2050000,6,2,16000,3,1
1870000,17,74,16000,3,1
13500,29,122,17000,4,0
678000,20,137,34000,4,3
716000,5,93,12000,2,3
1450000,0,78,45000,2,1
2450000,14,54,27001,0,2
13500,7,79,11000,4,0
900000,19,108,16000,0,3
1181000,5,35,14100,3,1
1352000,8,143,43200,3,1
1125000,27,142,24500,0,1
13500,9,27,22000,3,0
770000,16,127,17000,0,3
460000,28,106,27000,1,3
651000,7,149,26000,3,3
950000,7,31,23000,0,3
1086000,5,109,22601,0,3
1460000,6,82,26000,1,1
13500,29,24,82000,1,0
1320000,27,136,19000,2,1
1000000,6,82,26000,1,3
385000,6,144,17000,4,0
632000,5,29,17000,4,3
13500,5,45,25000,3,0
835000,22,140,28000,4,3
530000,16,120,10000,3,3
1500000,7,115,25000,1,1
432000,18,51,49000,1,3
407500,1,9,15500,3,3
470000,19,134,16000,2,3
670000,25,83,45000,4,3
825000,21,102,27000,3,3
645000,0,113,17000,3,3
865000,27,136,16000,2,3
13500,27,44,41000,2,0
13500,27,30,31000,1,0
13500,7,149,25000,3,0
1222000,16,129,33200,1,1
1060000,13,73,36000,3,3
13500,2,7,62000,3,0
961500,8,47,11500,2,3
998000,19,66,20000,1,3
13500,9,12,21000,4,0
831000,27,30,29000,1,3
935000,21,22,22001,0,3
735000,4,57,31000,2,3
860000,19,14,20000,1,3
3610000,29,122,17000,4,2
410000,26,104,57000,3,3
13500,5,45,25000,3,0
2585000,0,113,18500,3,2
13500,9,103,27000,2,0
651000,28,69,25000,3,3
1365000,28,106,32500,1,1
1100000,10,138,20000,3,1
1625000,28,106,9500,1,1
410000,14,86,54000,3,3
1200000,5,109,33000,1,1
13500,28,106,31000,1,0
13500,15,101,19000,4,0
13500,12,121,45000,2,0
1325000,3,105,62500,1,1
1160000,8,43,19000,4,1
1320000,21,150,12000,2,1
750000,27,142,53000,1,3
780000,2,4,21000,4,3
620000,5,93,31000,2,3
13500,29,123,21000,1,0
13500,7,79,11000,4,0
13500,19,66,20000,1,0
845000,8,99,25000,1,3
13500,2,3,19000,1,0
700000,28,81,24000,2,3
1032000,10,11,18200,1,3
821000,20,137,19000,4,3
13500,22,140,43000,4,0
13500,16,53,15000,4,0
1420000,2,7,29000,3,1
13500,4,50,69000,3,0
424000,5,109,44000,1,3
1220000,10,56,26000,4,1
3400000,6,133,46000,4,2
1830000,7,139,37000,1,1
1041000,20,48,41100,4,3
2960000,27,44,22000,2,2
1918000,5,93,12800,2,1
13500,25,83,51000,4,0
660000,0,113,18000,3,3
2050000,16,90,41000,3,1
13500,8,60,41000,3,0
781000,8,64,49001,0,3
720000,2,4,16000,4,3
13500,8,47,29000,2,0
856000,25,126,20000,3,3
13500,8,143,12000,3,0
1097000,8,151,31700,4,1
1100000,6,41,46000,1,1
1270000,18,97,39000,1,1
670000,17,100,9000,2,3
640000,8,61,41000,1,3
13500,5,93,13000,2,0
2025000,7,49,21500,4,1
1655000,10,138,13500,3,1
535000,8,143,43000,3,3
710000,27,112,22000,1,3
3050000,2,7,14000,3,2
1171000,8,60,41100,3,1
2050000,6,41,18000,1,1
850000,25,125,33000,1,3
1501000,29,122,22100,4,1
13500,8,64,49000,3,0
700000,16,128,17000,2,3
3625000,7,17,39500,2,2
3000000,17,148,28000,2,2
1235000,2,3,9500,1,1
1425000,19,14,20500,1,1
1650000,8,61,42000,1,1
1400000,22,140,28000,4,1
13500,26,65,26000,1,0
13500,28,71,25000,1,0
13500,14,84,69000,4,0
1200000,29,24,82000,1,1
13500,23,20,26000,3,0
1560000,7,115,45001,0,1
359000,28,106,31000,1,0
710000,2,7,21000,3,3
1570000,7,52,31000,3,1
1275000,7,115,19500,1,1
1181000,8,61,18100,1,1
1435000,4,50,69500,3,1
1930000,18,51,21000,1,1
1525000,8,61,41500,1,1
1290000,14,68,12000,1,1
1070000,22,19,36000,1,3
545000,25,85,49000,1,3
327500,5,109,24500,1,0
